Date,User,Tweet,Retweets,Likes,Followers,polarity_score,Classification,Stance_-1to1,Stance_0to100,Stance_weighted_reach
2024-07-09 12:26:22+00:00,1779792593896820736,rt swasicom_ai ai enhances web30 governance improving decisionmaking predictive analytics automating proposal evaluation,14,0,2,0.4215,Both,0.4215,71.08,78.08936147852924
2024-07-09 12:26:22+00:00,1776673443242532864,rt swasicom_ai ai enhances web30 governance improving decisionmaking predictive analytics automating proposal evaluation,14,0,0,0.4215,Both,0.4215,71.08,0.0
2024-07-09 12:26:21+00:00,1769776406567727104,rt swasicom_ai ai enhances web30 governance improving decisionmaking predictive analytics automating proposal evaluation,14,0,68,0.4215,Both,0.4215,71.08,300.9602903467732
2024-07-09 12:26:21+00:00,1768898598513623040,rt swasicom_ai ai enhances web30 governance improving decisionmaking predictive analytics automating proposal evaluation,14,0,53,0.4215,Both,0.4215,71.08,283.53698602978864
2024-07-09 12:26:21+00:00,1593987167742664704,rt swasicom_ai ai enhances web30 governance improving decisionmaking predictive analytics automating proposal evaluation,14,0,9,0.4215,Both,0.4215,71.08,163.66774841001677
2024-07-09 12:26:21+00:00,1779847702290829312,rt swasicom_ai ai enhances web30 governance improving decisionmaking predictive analytics automating proposal evaluation,14,0,2,0.4215,Both,0.4215,71.08,78.08936147852924
2024-07-09 12:26:21+00:00,1731519150239956992,rt swasicom_ai ai enhances web30 governance improving decisionmaking predictive analytics automating proposal evaluation,14,0,72,0.4215,Both,0.4215,71.08,304.9658570768276
2024-07-09 12:26:21+00:00,1438454300183781385,etsy add aigenerated item guideline new seller policy httpstcoyc8zdximio future python techie automation photography,0,0,130,0.0,Capabilities,0.0,50.0,243.75986616005756
2024-07-09 12:26:21+00:00,1577865799619993607,rt swasicom_ai ai enhances web30 governance improving decisionmaking predictive analytics automating proposal evaluation,14,0,0,0.4215,Both,0.4215,71.08,0.0
2024-07-09 12:26:20+00:00,1776851014714286080,rt swasicom_ai ai enhances web30 governance improving decisionmaking predictive analytics automating proposal evaluation,14,0,69,0.4215,Both,0.4215,71.08,301.98304180486844
2024-07-09 12:26:20+00:00,1577261544035024898,rt swasicom_ai ai enhances web30 governance improving decisionmaking predictive analytics automating proposal evaluation,14,0,2,0.4215,Both,0.4215,71.08,78.08936147852924
2024-07-09 12:26:20+00:00,1776569627297898496,rt swasicom_ai ai enhances web30 governance improving decisionmaking predictive analytics automating proposal evaluation,14,0,4,0.4215,Both,0.4215,71.08,114.39884681581584
2024-07-09 12:26:20+00:00,1776713621587808256,rt swasicom_ai ai enhances web30 governance improving decisionmaking predictive analytics automating proposal evaluation,14,0,7,0.4215,Both,0.4215,71.08,147.8067047826027
2024-07-09 12:26:20+00:00,1740254657958576128,rt swasicom_ai ai enhances web30 governance improving decisionmaking predictive analytics automating proposal evaluation,14,0,10,0.4215,Both,0.4215,71.08,170.44239599050817
2024-07-09 12:26:19+00:00,1337946728,poesianasarjeta furiaetradicao calma aí você é católico e está passando pano para rússia que literalmente está fechando igrejas no territórios ocupados há uma semana ucrânia conseguiu negociar libertação de padre que foram feitos prisioneiros de guerra pela rússia httpstcon5resp0ak0,0,0,78,-0.296,Neither,-0.296,35.2,153.80456440683918
2024-07-09 12:26:08+00:00,14401099,donated mozilla today lovetheweb join help fight better healthier internet httpstcon1e9ibz6uy,0,0,926,0.6369,Neither,0.6369,81.84,559.1270798059097
2024-07-09 12:25:59+00:00,307258734,rt mutaguchi httpstconzlldpqxd2 経産省の生成aiガイドブック63ページもある大作でほんと生成ai使わせたいんだろなあと思うが内容は生成aiの使い方とかではなくほぼ知財周りの権利侵害をどう回避するかという話に終始してるのがす,1280,0,52,0.0,Neither,0.0,50.0,198.5145956776061
2024-07-09 12:25:53+00:00,1628532381626904587,gaianet_ai vitalik blockchain technology enhance supply chain transparency,0,0,37,0.0,Both,0.0,50.0,181.87930798631928
2024-07-09 12:25:50+00:00,1323954802770894848,rt ikariharahara nomore無断生成ai 経産省のaiガイドラインは皆 読んだ方が良いよ 今の画像生成aiは殆どアウトじゃないって記載ばっかりだから これ画像生成aiの学習ほぼアウトだよねタグつけして部分的にでも類似画像を復元する目的なんだから,1170,0,24,0.0,Neither,0.0,50.0,160.94379124341003
2024-07-09 12:25:46+00:00,1521590911028932608,ova_skylar technicals_ ai__saika stated tweet doesnt control like hax doesnt control community like leffen doesnt control,0,1,67,-0.4973,Neither,-0.4973,25.14,106.07842370812733
2024-07-09 12:25:44+00:00,346847896,rt mutaguchi httpstconzlldpqxd2 経産省の生成aiガイドブック63ページもある大作でほんと生成ai使わせたいんだろなあと思うが内容は生成aiの使い方とかではなくほぼ知財周りの権利侵害をどう回避するかという話に終始してるのがす,1280,0,1414,0.0,Neither,0.0,50.0,362.74424050386693
2024-07-09 12:25:42+00:00,335358650,rt rrmatt5525 反aiさん経産省のガイドブックの表現に飛びついて例えばが読めてないだけではなく ガイドブックを読むための留意点60pの記載をガン無視してダメと言ってて草経産省はしっかり司法判断のケースバイケースですって明言してて更に草,29,0,712,0.0,Neither,0.0,50.0,328.4740710207148
2024-07-09 12:25:40+00:00,2885741452,excited announce latest blog importance ethical ai healthcare discus need lower data discovery cost data transparency cryptographic data mesh address challenge head read httpstcovppcwu15lb,0,1,1844,0.743,Safety,-0.743,12.85,96.63501405069896
2024-07-09 12:25:37+00:00,1810551095724572672,rt copx_ai asked grok copx daos collaboration centralized exchange grok reveals copxdao leverage ai rev,114,0,0,0.0,Neither,0.0,50.0,0.0
2024-07-09 12:25:34+00:00,971731547744231425,rt ikariharahara nomore無断生成ai 経産省のaiガイドラインは皆 読んだ方が良いよ 今の画像生成aiは殆どアウトじゃないって記載ばっかりだから これ画像生成aiの学習ほぼアウトだよねタグつけして部分的にでも類似画像を復元する目的なんだから,1170,0,490,0.0,Neither,0.0,50.0,309.82220638972603
2024-07-09 12:25:30+00:00,1699753004646494208,rt mumbaichadon surgical strike fake video coming soon minister ashwinivaishnaw ji set table digital india bill pa,1934,0,112,-0.5574,Neither,-0.5574,22.13,104.6170924281041
2024-07-09 12:25:04+00:00,1793147200341512192,rt luigirfrm reformdao ensure generated liquidity securely directed towards active market making layer th,37,0,0,0.7717,Neither,0.7717,88.58,0.0
2024-07-09 12:25:02+00:00,1800755563766468608,rt blendpad blendpad never give always keep trying best kyc audit launchpool ai blockchain crypto http,4,0,1,0.6369,Safety,-0.6369,18.15,12.580621327163007
2024-07-09 12:24:52+00:00,1808114200301932544,rt luigirfrm reformdao ensure generated liquidity securely directed towards active market making layer th,37,0,0,0.7717,Neither,0.7717,88.58,0.0
2024-07-09 12:24:44+00:00,3180664238,rt mutaguchi httpstconzlldpqxd2 経産省の生成aiガイドブック63ページもある大作でほんと生成ai使わせたいんだろなあと思うが内容は生成aiの使い方とかではなくほぼ知財周りの権利侵害をどう回避するかという話に終始してるのがす,1280,0,554,0.0,Neither,0.0,50.0,315.9484056873217
2024-07-09 12:24:44+00:00,1788410122844164096,rt mumbaichadon surgical strike fake video coming soon minister ashwinivaishnaw ji set table digital india bill pa,1934,0,179,-0.5574,Neither,-0.5574,22.13,114.92013511020035
2024-07-09 12:24:44+00:00,133794888,rt mutaguchi httpstconzlldpqxd2 経産省の生成aiガイドブック63ページもある大作でほんと生成ai使わせたいんだろなあと思うが内容は生成aiの使い方とかではなくほぼ知財周りの権利侵害をどう回避するかという話に終始してるのがす,1280,0,44,0.0,Neither,0.0,50.0,190.33312448851598
2024-07-09 12:24:44+00:00,3236902520,rt ikariharahara nomore無断生成ai 経産省のaiガイドラインは皆 読んだ方が良いよ 今の画像生成aiは殆どアウトじゃないって記載ばっかりだから これ画像生成aiの学習ほぼアウトだよねタグつけして部分的にでも類似画像を復元する目的なんだから,1170,0,193,0.0,Neither,0.0,50.0,263.3929079531664
2024-07-09 12:24:41+00:00,2648364254,rt iam_rohit_g hello nsitharaman mam file fir handle sharing deepfake video using ai crime u,2628,0,75,-0.1779,Neither,-0.1779,41.1,177.99314028576822
2024-07-09 12:24:29+00:00,1574701520305590273,rt izutorishima 経産省から出たコンテンツ利用のための生成ai利活用ガイドブックを読んでるけどあまりにもデザインも情報設計も上手すぎるし ai 活用したい素人に見せる用資料の決定版やな httpstcogxucpgqonh http,301,0,273,0.0,Neither,0.0,50.0,280.6564053194035
2024-07-09 12:24:26+00:00,107464684,rt ikariharahara nomore無断生成ai 経産省のaiガイドラインは皆 読んだ方が良いよ 今の画像生成aiは殆どアウトじゃないって記載ばっかりだから これ画像生成aiの学習ほぼアウトだよねタグつけして部分的にでも類似画像を復元する目的なんだから,1170,0,117,0.0,Neither,0.0,50.0,238.53423122328326
2024-07-09 12:24:20+00:00,1387256963407310854,rt mutaguchi httpstconzlldpqxd2 経産省の生成aiガイドブック63ページもある大作でほんと生成ai使わせたいんだろなあと思うが内容は生成aiの使い方とかではなくほぼ知財周りの権利侵害をどう回避するかという話に終始してるのがす,1280,0,1043,0.0,Neither,0.0,50.0,347.5407384221292
2024-07-09 12:24:05+00:00,1777351014036738048,vb transform perplexity cbo factfulness plagiarism ai perplexity aiming rewrite unwritten rule httpstco4h9zjl1cb4 httpstco0bc8s71wfk,0,0,92,0.0,Neither,0.0,50.0,226.6299746576628
2024-07-09 12:24:02+00:00,1777660748463804416,rt luigirfrm reformdao ensure generated liquidity securely directed towards active market making layer th,37,0,59,0.7717,Neither,0.7717,88.58,362.6770413216336
2024-07-09 12:24:01+00:00,1103850320,rt femtejuli chat control 2 sommaruppdatering europaparlamentet säger nej till chat control 2 alla des bärande delar eu min,24,0,651,0.0,Neither,0.0,50.0,324.00222809633266
2024-07-09 12:23:43+00:00,1746619524328087552,rt kipprotocol featured cointelegraph partnership aethir ai deployment partner working closely,86,0,94,0.0,Neither,0.0,50.0,227.69384458002705
2024-07-09 12:23:41+00:00,1737314889083826176,rt bright_onc48263 rovercrc token holder say project governance token decision voting protocol upgrade fea,10,0,2,0.0,Both,0.0,50.0,54.93061443340549
2024-07-09 12:23:40+00:00,4654717877,rt 51world_tech new ai breakthrough 3d scene reconstruction read learn 51sims integration 3d gaussian splatting,0,0,6920,0.0,Capabilities,0.0,50.0,442.11577734209317
2024-07-09 12:23:39+00:00,1774479941733617664,rt luigirfrm reformdao ensure generated liquidity securely directed towards active market making layer th,37,0,0,0.7717,Neither,0.7717,88.58,0.0
2024-07-09 12:23:31+00:00,833801726327156736,rt anon_opin online journalism absolute shitshow clickbait headline utterly control first 3 paragraph,6,0,2644,0.0,Neither,0.0,50.0,394.02131721462
2024-07-09 12:23:31+00:00,299417208,rt ikariharahara nomore無断生成ai 経産省のaiガイドラインは皆 読んだ方が良いよ 今の画像生成aiは殆どアウトじゃないって記載ばっかりだから これ画像生成aiの学習ほぼアウトだよねタグつけして部分的にでも類似画像を復元する目的なんだから,1170,0,2863,0.0,Neither,0.0,50.0,397.9987264040268
2024-07-09 12:23:18+00:00,1773687875000836097,rt zodias323022 rco paving way blockchaintrading etf one defi leader solid proof audit need kyc regi,9,0,25,0.1531,Safety,-0.1531,42.34,137.94780741982956
2024-07-09 12:23:15+00:00,988225018160009216,ova_skylar ai__saika point actually cant control random people internet relate reasoning hax ban seems gone head,0,1,31662,-0.5574,Neither,-0.5574,22.13,229.3310674173546
2024-07-09 12:23:05+00:00,1471761749795696642,rt mumbaichadon surgical strike fake video coming soon minister ashwinivaishnaw ji set table digital india bill pa,1934,0,305,-0.5574,Neither,-0.5574,22.13,126.66293830620617
2024-07-09 12:22:55+00:00,153347348,rt mutaguchi httpstconzlldpqxd2 経産省の生成aiガイドブック63ページもある大作でほんと生成ai使わせたいんだろなあと思うが内容は生成aiの使い方とかではなくほぼ知財周りの権利侵害をどう回避するかという話に終始してるのがす,1280,0,531,0.0,Neither,0.0,50.0,313.8321744670822
2024-07-09 12:22:53+00:00,597124212,rt ikariharahara nomore無断生成ai 経産省のaiガイドラインは皆 読んだ方が良いよ 今の画像生成aiは殆どアウトじゃないって記載ばっかりだから これ画像生成aiの学習ほぼアウトだよねタグつけして部分的にでも類似画像を復元する目的なんだから,1170,0,756,0.0,Neither,0.0,50.0,331.46816267187245
2024-07-09 12:22:51+00:00,1079530755326267392,rt kurosawatomoki 経産省がまとめているコンテンツ制作のための生成ai利活用ガイドブックが最強だった 基礎実例著作権まわりなど全て抑えられている生成aiの教科書ですね httpstcomrofus9kbv httpstco6,313,0,434,0.0,Neither,0.0,50.0,303.7673015544342
2024-07-09 12:22:48+00:00,584846657,rt ikariharahara nomore無断生成ai 経産省のaiガイドラインは皆 読んだ方が良いよ 今の画像生成aiは殆どアウトじゃないって記載ばっかりだから これ画像生成aiの学習ほぼアウトだよねタグつけして部分的にでも類似画像を復元する目的なんだから,1170,0,189,0.0,Neither,0.0,50.0,262.3512036080243
2024-07-09 12:22:41+00:00,957569104650551297,rt iam_rohit_g hello nsitharaman mam file fir handle sharing deepfake video using ai crime u,2628,0,323,-0.1779,Neither,-0.1779,41.1,237.58855849906473
2024-07-09 12:22:37+00:00,1535789839412604934,rt mumbaichadon surgical strike fake video coming soon minister ashwinivaishnaw ji set table digital india bill pa,1934,0,126,-0.5574,Neither,-0.5574,22.13,107.20186022332862
2024-07-09 12:22:35+00:00,1766085955776122880,rt luigirfrm reformdao ensure generated liquidity securely directed towards active market making layer th,37,0,12,0.7717,Neither,0.7717,88.58,227.20321408394292
2024-07-09 12:22:32+00:00,885925238478864384,rt tomisinamokeoja incredible experience learning facilitator connecting colleague harness pow,2,0,902,0.0,Neither,0.0,50.0,340.2861276708493
2024-07-09 12:22:30+00:00,19606850,drtechlash sound huge realize open philanthropy given twice much georgetown work ai policy orgs combined least youre longer incorrect funded never deleted tweet httpstco3cdqrygadu,0,0,7962,0.3182,Neither,0.3182,65.91,592.0406015906882
2024-07-09 12:22:06+00:00,1809192356480274432,mrcryptobuckets dj_budsol dougducksol discover project setting new standard gpu ai get involved doug dougducksol memecoin ca bavuj8bntc79a8ahtxqi1euhccnqveu8ksbe4svcaahc,0,0,0,0.0,Safety,0.0,50.0,0.0
2024-07-09 12:22:00+00:00,694726083933941761,rt shoty_k2 経済産業省からコンテンツ制作のための生成ai利活用ガイドブックが発表コンテンツ制作に携わる産業界の人々は要チェックで特にゲームアニメ広告産業における利活用ケースが充実している httpstcokcbzebl1wk http,112,0,574,0.0,Neither,0.0,50.0,317.71850203986753
2024-07-09 12:21:58+00:00,38084709,ch 6 embracing potential ai education mean balancing empowerment ethic equipping user ai tool fostering critical inquiry shape future tech empowers rather exploit let unlock personalized learning safeguarding httpstcopo42bptbp2 httpstco1kfsrfbr7o,0,0,4410,-0.1531,Both,-0.1531,42.34,355.31121268244317
2024-07-09 12:21:50+00:00,1541964575721295872,rt iam_rohit_g hello nsitharaman mam file fir handle sharing deepfake video using ai crime u,2628,0,661,-0.1779,Neither,-0.1779,41.1,266.955414349011
2024-07-09 12:21:34+00:00,1714646263264894976,rt ikariharahara 因みに旧フェレリ現黒兎は今の画像生成aiはアウトになるじゃねーかとキレ散らかしてる 他のai信者は都合が悪いので徹底的に触れない 今の生成aiが手放し合法では無いない事がよく分かるので経産省ガイドラインは国の方針として読んでおいた方,465,0,444,0.0,Neither,0.0,50.0,304.903714108312
2024-07-09 12:21:31+00:00,1192753372673249280,rt roydherbert ai interpretation framework quite good backwards time u however always another,2,0,1473,0.4927,Neither,0.4927,74.64,544.5536658300064
2024-07-09 12:21:29+00:00,1006091107816628225,icymi new white paper ai impact sustainable future provides framework responsibly integrating ai esg practice metric regulation implementation strategy realworld example learn align ai amp esg sustainable future httpstcoan24kqbqwj,0,0,1927,0.0,Both,0.0,50.0,378.21192375852456
2024-07-09 12:21:28+00:00,2932412941,rt mutaguchi httpstconzlldpqxd2 経産省の生成aiガイドブック63ページもある大作でほんと生成ai使わせたいんだろなあと思うが内容は生成aiの使い方とかではなくほぼ知財周りの権利侵害をどう回避するかという話に終始してるのがす,1280,0,148,0.0,Neither,0.0,50.0,250.19731529727295
2024-07-09 12:21:24+00:00,1512002934665805824,rt ikariharahara nomore無断生成ai 経産省のaiガイドラインは皆 読んだ方が良いよ 今の画像生成aiは殆どアウトじゃないって記載ばっかりだから これ画像生成aiの学習ほぼアウトだよねタグつけして部分的にでも類似画像を復元する目的なんだから,1170,0,109,0.0,Neither,0.0,50.0,235.02401828962084
2024-07-09 12:21:24+00:00,1772042484845072384,rt zodias323022 rco paving way blockchaintrading etf one defi leader solid proof audit need kyc regi,9,0,31,0.1531,Safety,-0.1531,42.34,146.73925812454044
2024-07-09 12:21:18+00:00,1321999565415874560,rt aaa18288605 これ経産省の生成aiガイドブックと同時に公開された事業報告書で アニメ産業の生成ai活用場面例らしいソースはエキスパートインタビューとあって詳細不明 背景やエフェクトとかも作品の質に直結し人のセンスが重要だと思うんですが htt,15,0,10,0.0,Neither,0.0,50.0,119.89476363991854
2024-07-09 12:21:16+00:00,1415554074,rt mutaguchi httpstconzlldpqxd2 経産省の生成aiガイドブック63ページもある大作でほんと生成ai使わせたいんだろなあと思うが内容は生成aiの使い方とかではなくほぼ知財周りの権利侵害をどう回避するかという話に終始してるのがす,1280,0,103,0.0,Neither,0.0,50.0,232.21954495706862
2024-07-09 12:21:06+00:00,1693361876548096000,bulldogs4vivek thanks plug bulldog follower botts female ai pic post lol ive gaining couple day since joined last year keep vivek audit theyll probably disappear,0,0,259,0.765,Safety,-0.765,11.75,65.33800916443245
2024-07-09 12:21:02+00:00,57959300,rt mutaguchi httpstconzlldpqxd2 経産省の生成aiガイドブック63ページもある大作でほんと生成ai使わせたいんだろなあと思うが内容は生成aiの使い方とかではなくほぼ知財周りの権利侵害をどう回避するかという話に終始してるのがす,1280,0,303,0.0,Neither,0.0,50.0,285.8513850703111
2024-07-09 12:21:00+00:00,1487389892762025988,rt luigirfrm reformdao ensure generated liquidity securely directed towards active market making layer th,37,0,208,0.7717,Neither,0.7717,88.58,473.2239680390429
2024-07-09 12:20:58+00:00,1591843970,rt emergevc late last year tech business world watched surprise openais ceo abruptly replaced incident reigni,3,0,712,0.2732,Neither,0.2732,63.66,418.21318722357404
2024-07-09 12:20:53+00:00,1303434632608788483,rt natbrunell natural state free market deflation everything stop political system eco,138,0,1288,0.5574,Neither,0.5574,77.87,557.6755053688745
2024-07-09 12:20:51+00:00,841601228241002497,rt jnkhyati excited fifth elephant annual conference 13th july ill chatting bargava simsimsandy fooobar,4,0,499,-0.1027,Neither,-0.1027,44.86,278.7873192952195
2024-07-09 12:20:45+00:00,1189752162135314432,rt mutaguchi httpstconzlldpqxd2 経産省の生成aiガイドブック63ページもある大作でほんと生成ai使わせたいんだろなあと思うが内容は生成aiの使い方とかではなくほぼ知財周りの権利侵害をどう回避するかという話に終始してるのがす,1280,0,320,0.0,Neither,0.0,50.0,288.57205615650076
2024-07-09 12:20:42+00:00,195184953,rt ikariharahara nomore無断生成ai 経産省のaiガイドラインは皆 読んだ方が良いよ 今の画像生成aiは殆どアウトじゃないって記載ばっかりだから これ画像生成aiの学習ほぼアウトだよねタグつけして部分的にでも類似画像を復元する目的なんだから,1170,0,90,0.0,Neither,0.0,50.0,225.5429753258425
2024-07-09 12:20:37+00:00,43535275,rt ikariharahara 因みに旧フェレリ現黒兎は今の画像生成aiはアウトになるじゃねーかとキレ散らかしてる 他のai信者は都合が悪いので徹底的に触れない 今の生成aiが手放し合法では無いない事がよく分かるので経産省ガイドラインは国の方針として読んでおいた方,465,0,387,0.0,Neither,0.0,50.0,298.0502669811637
2024-07-09 12:20:18+00:00,1449112214066057217,rt blockchainx69 pleased announce binanceliveama 𝗕𝗿𝗮𝗶𝗻𝗲𝗱𝗴𝗲 brainedge firstever ai tokenpowered onlin,2,0,2,0.4404,Capabilities,0.4404,72.02,79.12205702987727
2024-07-09 12:20:16+00:00,1773687875000836097,rt bright_onc48263 rovercrc token holder say project governance token decision voting protocol upgrade fea,10,0,25,0.0,Both,0.0,50.0,162.9048269010741
2024-07-09 12:20:10+00:00,239069744,etsy add aigenerated item guideline new seller policy httpstcow0et6dxcvo techcrunch infosec cybersecurity technology news,0,0,27377,0.0,Capabilities,0.0,50.0,510.8747525077729
2024-07-09 12:19:57+00:00,2914615372,rt _aloisi icon__s challenging logic riskbased approach method regulate adoption technology highstake,1,0,6384,0.1531,Capabilities,0.1531,57.66,505.20001226978644
2024-07-09 12:19:50+00:00,1746619524328087552,rt beosin_com kipprotocol successfully passed security audit beosin secure decentralised ai kipprotocol decent,91,0,94,0.7906,Safety,-0.7906,10.47,47.67909105505766
2024-07-09 12:19:49+00:00,1772042484845072384,rt bright_onc48263 rovercrc token holder say project governance token decision voting protocol upgrade fea,10,0,31,0.0,Both,0.0,50.0,173.28679513998634
2024-07-09 12:19:48+00:00,100778608,rt emergevc late last year tech business world watched surprise openais ceo abruptly replaced incident reigni,3,0,121,0.2732,Neither,0.2732,63.66,305.8239797077191
2024-07-09 12:19:22+00:00,21191656,rt anon_opin online journalism absolute shitshow clickbait headline utterly control first 3 paragraph,6,0,10146,0.0,Neither,0.0,50.0,461.24666871395414
2024-07-09 12:19:21+00:00,1346407891960520706,leverage full potential ai robust data strategy learn data governance strategic alignment latest article featuring expert insight patwolf read ai aidatastrategy datastrategy artificialintelligence httpstcobz9lznxg7b,0,0,20,0.34,Both,0.34,67.0,203.98300332746933
2024-07-09 12:19:13+00:00,1638507075562262531,rt botairtx 1000 coin csgobig comp ４𝐖𝐢𝐧𝐧𝐞𝐫𝐬 eq rt tag 1 deposit 100 code botai roll 𝟛 𝐃𝐚𝐲𝐬 random rt tag get,80,0,213,0.0,Neither,0.0,50.0,268.2988007510926
2024-07-09 12:19:10+00:00,1335272087922106371,shrutig234 also ai integration advanced ai algorithm enhance robotic decisionmaking adaptability procedure haptic feedback new system provide tactile feedback surgeon improving control precision nanorobotics emerging nanobots perform task,0,0,614,0.5859,Capabilities,0.5859,79.3,509.2346458370569
2024-07-09 12:19:01+00:00,1692289640655409152,𝐅𝐮𝐭𝐮𝐫𝐢𝐬𝐞 podcast revisited season 1 episode 14 luis lancos founder ceo datawhisper innovating ai governance data solution httpstco7mhahxditz,0,0,3,0.3182,Safety,-0.3182,34.09,47.25877477057708
2024-07-09 12:18:42+00:00,28512257,rt iam_rohit_g hello nsitharaman mam file fir handle sharing deepfake video using ai crime u,2628,0,219,-0.1779,Neither,-0.1779,41.1,221.67809215508208
